name,developer,publisher,release_date,tags,categories,rating_percent,reviews_count,price,current_players,24h_peak,all_time_peak
Fallout 76,Bethesda Game Studios,Bethesda Softworks,14.04.2020,Open World | Multiplayer | Post-apocalyptic | RPG | Dark Comedy | Capitalism | Survival | Base Building | Co-op | Shooter | MMORPG | Horror | Exploration | FPS | Singleplayer | Gore | Violent | Atmospheric | Great Soundtrack | Character Customization,MMO | Online PvP | Online Co-op | Steam Achievements | In-App Purchases | Remote Play on Tablet | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),71.59,134374.0,3.99,21104,25796,73368
Path of Exile 2,Grinding Gear Games,Grinding Gear Games,06.12.2024,Action RPG | Hack and Slash | RPG | Isometric | MMORPG | Loot | Dark Fantasy | Souls-like | Action | Dungeon Crawler | Adventure | Multiplayer | Online Co-Op | Character Customization | Early Access | Inventory Management | Crafting | Dark | Horror | Singleplayer,Single-player | MMO | Online Co-op | HDR Supported | Early Access | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),72.18,204746.0,29.99,20987,35901,578569
Valheim,Iron Gate AB,Coffee Stain Publishing,02.02.2021,Open World Survival Craft | Survival | Online Co-Op | Open World | Multiplayer | Building | Crafting | Base Building | Exploration | Co-op | Adventure | Difficult | Mythology | Sandbox | Third Person | PvE | Singleplayer | Action | Early Access | Indie,Single-player | Online Co-op | Steam Cloud | Remote Play on Tablet | Family Sharing | Early Access | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),93.34,524368.0,9.99,20631,34811,502387
ARK: Survival Ascended,Studio Wildcard | Grove Street Games | Instinct Games,Studio Wildcard | Snail Games USA,26.10.2023,Survival | Open World | Multiplayer | Dinosaurs | Base Building | Building | Crafting | Adventure | Sandbox | Action | Character Customization | PvE | Singleplayer | PvP | Massively Multiplayer | Inventory Management | RPG | Fantasy | Sci-fi | Moddable,Single-player | MMO | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Shared/Split Screen Co-op | Cross-Platform Multiplayer | Steam Achievements | Includes level editor | Remote Play Together | Family Sharing | Early Access | Multi-player | PvP | Co-op | Shared/Split Screen | Cloud Gaming | Cloud Gaming (NVIDIA),59.64,94667.0,22.49,20413,32210,98047
Slay the Spire,Mega Crit,Mega Crit,23.01.2019,Roguelike Deckbuilder | Card Game | Card Battler | Roguelike | Deckbuilding | Turn-Based | Strategy | Singleplayer | Roguelite | Replay Value | Indie | Difficult | Dungeon Crawler | Mouse only | RPG | 2D | Fantasy | Procedural Generation | Great Soundtrack | Casual,Single-player | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Stats | Steam Leaderboards | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),96.49,203603.0,2.49,20362,30482,57025
Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks,19.10.2010,Open World | RPG | Post-apocalyptic | Singleplayer | Moddable | Story Rich | Exploration | First-Person | Action | Adventure | FPS | Sci-fi | Western | Atmospheric | Action RPG | Character Customization | Survival | Sandbox | Shooter | Third Person,Single-player | Steam Achievements | Steam Leaderboards | Remote Play on Phone | Remote Play on Tablet | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),94.94,249291.0,2.49,18968,20398,51038
Black Desert,Pearl Abyss,Pearl Abyss,24.05.2017,Sandbox | Action RPG | Exploration | MMORPG | War | Crafting | Medieval | PvP | First-Person | Action-Adventure | Character Customization | Open World | RPG | Strategy | 3D | Cooking | Fantasy | Action | Magic | Cinematic,MMO | Online PvP | Online Co-op | Steam Trading Cards | In-App Purchases | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),73.03,91114.0,0.0,18275,23789,60395
Arena Breakout: Infinite,Morefun Studios,Morefun Studios,16.09.2025,Free to Play | Extraction Shooter | Multiplayer | FPS | Realistic | Gun Customization | Shooter | First-Person | Tactical | Heist | Resource Management | Survival | MOBA | Tactical RPG | Action | War | Sniper | 3D | Noir | Adventure,MMO | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | In-App Purchases | Multi-player | PvP | Co-op,75.83,43189.0,0.0,17671,32548,66007
The Binding of Isaac: Rebirth,"Nicalis, Inc. | Edmund McMillen","Nicalis, Inc.",04.11.2014,Action Roguelike | Roguelike | Indie | Replay Value | Difficult | Pixel Graphics | Dungeon Crawler | Great Soundtrack | Singleplayer | Dark | 2D | Local Co-Op | Gore | Remake | Procedural Generation | Roguelite | Atmospheric | Co-op | Action | Horror,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on TV | Remote Play Together | Family Sharing | Shared/Split Screen | Multi-player,96.26,378926.0,4.94,17666,25146,70701
Total War: WARHAMMER III,CREATIVE ASSEMBLY | Feral Interactive,SEGA | Feral Interactive,17.02.2022,Strategy | Turn-Based Strategy | Grand Strategy | RTS | Fantasy | Real Time Tactics | War | Dark Fantasy | Action | Dwarf | Tactical | Games Workshop | Atmospheric | Multiplayer | Co-op | Colorful | PvP | Singleplayer | Online Co-Op | Story Rich,Single-player | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),69.17,139259.0,14.99,17230,28792,166754
Path of Exile,Grinding Gear Games,Grinding Gear Games,23.10.2013,Free to Play | Dark Fantasy | Action RPG | Hack and Slash | Loot | MMORPG | Multiplayer | Dungeon Crawler | Isometric | RPG | Character Customization | Online Co-Op | Singleplayer | Inventory Management | Action | PvP | Horror | Massively Multiplayer | Fantasy | Adventure,Single-player | MMO | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | In-App Purchases | Remote Play on Tablet | Multi-player | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),88.1,244043.0,0.0,17126,32423,229337
Kingdom Come: Deliverance II,Warhorse Studios,Deep Silver,04.02.2025,RPG | Medieval | Open World | Singleplayer | Realistic | Story Rich | First-Person | Adventure | Action | Combat | Historical | Swordplay | Political | Immersive | Choices Matter | Atmospheric | Alternate History | Action-Adventure | LGBTQ+ | 3D,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),93.17,166176.0,29.99,16992,29920,256206
NBA 2K26,Visual Concepts,2K,05.09.2025,Gambling | Sports | Basketball | Simulation | eSports | 3D | Multiplayer | Controller | Singleplayer | PvP | Management | Character Customization | Team-Based | Online Co-Op | Trading | Co-op | Local Multiplayer | LGBTQ+ | Sexual Content | Psychological Horror,Single-player | Online PvP | Shared/Split Screen PvP | Online Co-op | Shared/Split Screen Co-op | Steam Achievements | In-App Purchases | Steam Cloud | Remote Play Together | Family Sharing | Multi-player | PvP | Co-op | Shared/Split Screen,62.85,13757.0,27.99,16978,24647,32081
Schedule I,TVGS,TVGS,24.03.2025,Simulation | Co-op | Crime | Multiplayer | Management | Open World | First-Person | Crafting | Base Building | Automation | Action | Building | Stealth | Strategy | Character Customization | Driving | FPS | Shooter | Early Access | Action-Adventure,Single-player | Online Co-op | Steam Achievements | Steam Cloud | Family Sharing | Early Access | Co-op | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA),96.85,275710.0,13.99,16945,19510,459075
Counter-Strike: Source,Valve,Valve,01.11.2004,Shooter | FPS | Action | Multiplayer | Team-Based | First-Person | Competitive | Tactical | PvP | eSports | Military | War | Strategy | Moddable | Singleplayer | Difficult | Atmospheric | Survival | Simulation | Sandbox,Cross-Platform Multiplayer | Steam Achievements | Steam Cloud | Stats | Includes Source SDK | Family Sharing | HDR rendering | Valve Anti-Cheat | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA),95.09,188938.0,0.99,16564,19986,100056
Mount & Blade II: Bannerlord,TaleWorlds Entertainment,TaleWorlds Entertainment,25.10.2022,Medieval | Strategy | Open World | RPG | War | Sandbox | Multiplayer | Singleplayer | Action | Character Customization | Simulation | Moddable | Adventure | Horses | Realistic | Third Person | Historical | First-Person | Great Soundtrack | Early Access,Single-player | Online PvP | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Includes level editor | Remote Play on Tablet | Family Sharing | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),86.89,283582.0,24.99,16231,28649,248216
Don't Starve Together,Klei Entertainment,Klei Entertainment,21.04.2016,Survival | Open World Survival Craft | Multiplayer | Co-op | Open World | Adventure | Crafting | Online Co-Op | Sandbox | Difficult | Indie | 2D | Atmospheric | Funny | Survival Horror | Strategy | Horror | Singleplayer | Action | Roguelike,Single-player | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Steam Trading Cards | Steam Workshop | In-App Purchases | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA) | PvP,94.24,524952.0,1.49,15999,44436,115925
Garry's Mod,Facepunch Studios,Valve,29.11.2006,Sandbox | Moddable | Multiplayer | Physics | Building | Casual | Funny | First-Person | Singleplayer | FPS | Simulation | Comedy | Online Co-Op | Shooter | Action | Co-op | Indie | PvP | Realistic | Exploration,Single-player | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Captions available | Steam Workshop | Steam Cloud | Includes level editor | Includes Source SDK | Remote Play on Tablet | Family Sharing | HDR rendering | Multi-player | Valve Anti-Cheat | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),96.15,1213509.0,2.49,15886,28128,73863
Age of Empires II: Definitive Edition,World's Edge | Forgotten Empires | CaptureAge | Tantalus Media | Wicked Witch,Xbox Game Studios,14.11.2019,Strategy | RTS | City Builder | Multiplayer | Base Building | Historical | Singleplayer | Medieval | Resource Management | Classic | Tactical | Real-Time | Co-op | Remake | 2D | Isometric | Replay Value | Action | Great Soundtrack | Adventure,Single-player | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Cloud | Includes level editor | Family Sharing | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),93.75,173626.0,4.99,15504,23426,38725
Enshrouded,Keen Games GmbH,Keen Games GmbH,24.01.2024,Open World | Survival | Base Building | Multiplayer | Online Co-Op | Crafting | RPG | Adventure | Exploration | Action RPG | Building | Singleplayer | Fantasy | Sandbox | Character Customization | Early Access | PvE | Action | 3D | Indie,Single-player | Online Co-op | Steam Achievements | Steam Cloud | Family Sharing | Early Access | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),85.18,95125.0,23.99,15349,27190,160405
Destiny 2,Bungie,Bungie,01.10.2019,Free to Play | Open World | Multiplayer | Looter Shooter | MMORPG | FPS | Co-op | PvE | PvP | Shooter | Loot | Massively Multiplayer | First-Person | Sci-fi | Action | Adventure | Space | Lore-Rich | Atmospheric | Competitive,Single-player | Online PvP | Online Co-op | Steam Achievements | In-App Purchases | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),77.05,643758.0,0.0,15109,16273,316750
Football Manager 26,Sports Interactive,SEGA,04.11.2025,Sports | Simulation | Strategy | Football (Soccer) | Multiplayer | Management | Singleplayer,Single-player | Steam Achievements | Steam Workshop | Steam Cloud | Family Sharing | Multi-player,31.37,27776.0,53.99,15107,49869,84909
Deep Rock Galactic,Ghost Ship Games,Coffee Stain Publishing,13.05.2020,Dwarf | Co-op | PvE | FPS | Procedural Generation | Class-Based | Shooter | Exploration | First-Person | Loot | Sci-fi | Action | Space | Atmospheric | Looter Shooter | Combat | Survival | Horror | Dark | Action Roguelike,Single-player | Online Co-op | Steam Achievements | Steam Trading Cards | Captions available | Steam Cloud | Remote Play on Tablet | Remote Play on TV | Family Sharing | Co-op | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA),96.22,368134.0,8.99,14878,26447,54160
NARAKA: BLADEPOINT,24 Entertainment,NetEase Games,12.08.2021,Battle Royale | Multiplayer | Martial Arts | Mature | PvP | Action | Female Protagonist | Character Customization | Fighting | Massively Multiplayer | Survival | Third Person | Swordplay | Hack and Slash | Anime | Free to Play | Parkour | Adventure | Violent | Gore,Online PvP | Steam Achievements | Steam Trading Cards | In-App Purchases | HDR Supported | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),68.81,337741.0,0.0,14790,72141,385770
Monster Hunter Wilds,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",28.02.2025,Hunting | Action | Multiplayer | Online Co-Op | Co-op | Character Customization | Dragons | Dating Sim | Open World | Third Person | Action RPG | Adventure | Fantasy | RPG | Cute | Singleplayer | Atmospheric | Great Soundtrack | Underwater | Psychological Horror,Single-player | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Cloud | HDR Supported | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),46.67,307496.0,38.49,14729,25879,1384608
ARK: Survival Evolved,Studio Wildcard | Instinct Games | Efecto Studios | Virtual Basement LLC,Studio Wildcard | Snail Games USA,29.08.2017,Open World Survival Craft | Survival | Multiplayer | Open World | Dinosaurs | Crafting | Building | Adventure | Base Building | Co-op | Action | Sandbox | First-Person | Massively Multiplayer | Singleplayer | Early Access | Dragons | RPG | Sci-fi | Indie,Single-player | MMO | Steam Achievements | Steam Workshop | Steam Cloud | Includes level editor | Remote Play on Tablet | Family Sharing | Multi-player | Co-op | Valve Anti-Cheat | Cloud Gaming | Cloud Gaming (NVIDIA),82.76,758601.0,0.0,14713,27536,248405
PEAK,Team PEAK,Aggro Crab | Landfall,16.06.2025,Multiplayer | Online Co-Op | Co-op | Physics | Exploration | Adventure | First-Person | Comedy | Procedural Generation | 3D | Atmospheric | Action Roguelike | Time Management | Action | Character Customization | Horror | Platformer | Mystery | Investigation | Survival Horror,Single-player | Online Co-op | Steam Achievements | Steam Trading Cards | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),93.89,286996.0,4.95,14665,22167,170759
Factorio,Wube Software LTD.,Wube Software LTD.,14.08.2020,Automation | Base Building | Resource Management | Sandbox | Crafting | Strategy | Multiplayer | Survival | Management | Open World | Building | Co-op | 2D | Moddable | Singleplayer | Trains | Simulation | Pixel Graphics | City Builder | Indie,Single-player | Online Co-op | LAN Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Cloud | Includes level editor | Remote Play on Tablet | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),95.99,229114.0,29.99,14513,23222,118674
Satisfactory,Coffee Stain Studios,Coffee Stain Publishing,10.09.2024,Base Building | Automation | Open World | Multiplayer | Crafting | Co-op | Building | Resource Management | Sandbox | Exploration | Adventure | Open World Survival Craft | Survival | First-Person | Simulation | Strategy | Singleplayer | Sci-fi | Indie | Early Access,Single-player | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Cloud | Remote Play on Tablet | Family Sharing | Co-op | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA),96.13,259787.0,14.99,14474,23732,186158
BeamNG.drive,BeamNG,BeamNG,29.05.2015,Simulation | Driving | Physics | Realistic | Destruction | Automobile Sim | Sandbox | Open World | Racing | Moddable | Multiplayer | Singleplayer | Early Access | First-Person | VR | Third Person | Funny | Action | Adventure | Exploration,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Includes level editor | Remote Play on Phone | Remote Play on Tablet | Remote Play Together | Family Sharing | Early Access | Cloud Gaming | Cloud Gaming (NVIDIA),96.42,372789.0,16.74,14140,28585,38775
Crusader Kings III,Paradox Development Studio,Paradox Interactive,01.09.2020,Strategy | Medieval | Grand Strategy | Simulation | RPG | Historical | Management | Character Customization | Life Sim | Sandbox | Choices Matter | RTS | War | Singleplayer | Economy | Political | Moddable | Multiplayer | 4X | Real-Time with Pause,Single-player | Online PvP | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Remote Play on Tablet | Family Sharing | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),88.67,139337.0,14.99,14095,20682,98872
